sample_id,frame_id,view_id,split,image_path,binary_mask_path,source_image_member,indexed_mask_member,raw_labels_member,source,target_policy,width,height,total_pixels,dynamic_positive_pixels,dynamic_positive_pixel_rate,dynamic_positive_categories,static_negative_categories,context_negative_categories,unknown_categories,category_pixel_stats_json,category_indices_json
000001752_image-1,000001752,image_1,test,outputs/dynamic_mask_dataset_p217/images/000001752_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001752_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001752/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001752/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001752/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,187625,0.20358615,cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person,misc_static_feature|rack_shelf,ceiling|driveable_ground|ego_vehicle|text_region|wall_fence_pillar,,"{""cart_pallet_jack"":2967,""ceiling"":103673,""driveable_ground"":421690,""ego_vehicle"":4136,""fixed_machinery"":0,""fork_truck"":709,""goods_material"":92041,""misc_dynamic_feature"":2713,""misc_non_static_feature"":89013,""misc_static_feature"":27023,""person"":182,""pylon_cone"":0,""rack_shelf"":1460,""text_region"":797,""wall_fence_pillar"":175196}","{""cart_pallet_jack"":[15,33,34],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[],""fork_truck"":[30],""goods_material"":[7],""misc_dynamic_feature"":[18,19,24,25,28],""misc_non_static_feature"":[9,11,20,22,32],""misc_static_feature"":[5],""person"":[27],""pylon_cone"":[],""rack_shelf"":[6],""text_region"":[21],""wall_fence_pillar"":[4]}"
000001752_image-2,000001752,image_2,test,outputs/dynamic_mask_dataset_p217/images/000001752_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001752_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001752/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001752/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001752/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,20553,0.05049381,cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature,misc_static_feature|rack_shelf,ceiling|driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":2869,""ceiling"":2291,""driveable_ground"":181971,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":3642,""goods_material"":8732,""misc_dynamic_feature"":733,""misc_non_static_feature"":4577,""misc_static_feature"":23367,""person"":0,""pylon_cone"":0,""rack_shelf"":2190,""text_region"":0,""wall_fence_pillar"":176650}","{""cart_pallet_jack"":[13,16],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[9],""goods_material"":[7],""misc_dynamic_feature"":[15],""misc_non_static_feature"":[11,14,17,18],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000001786_image-0,000001786,image_0,test,outputs/dynamic_mask_dataset_p217/images/000001786_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001786_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001786/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001786/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001786/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,171932,0.42239583,cart_pallet_jack|goods_material|misc_dynamic_feature|misc_non_static_feature|pylon_cone,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":17159,""ceiling"":0,""driveable_ground"":126116,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":30264,""misc_dynamic_feature"":101762,""misc_non_static_feature"":20488,""misc_static_feature"":47619,""person"":0,""pylon_cone"":2259,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":61373}","{""cart_pallet_jack"":[13,14],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[12],""misc_non_static_feature"":[18],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[17],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001786_image-1,000001786,image_1,test,outputs/dynamic_mask_dataset_p217/images/000001786_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001786_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001786/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001786/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001786/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,287344,0.31178819,cart_pallet_jack|fork_truck|goods_material|misc_non_static_feature|person|pylon_cone,misc_static_feature|rack_shelf,ceiling|driveable_ground|ego_vehicle|wall_fence_pillar,,"{""cart_pallet_jack"":710,""ceiling"":5783,""driveable_ground"":349402,""ego_vehicle"":3996,""fixed_machinery"":0,""fork_truck"":11679,""goods_material"":116306,""misc_dynamic_feature"":0,""misc_non_static_feature"":19177,""misc_static_feature"":3132,""person"":112267,""pylon_cone"":27205,""rack_shelf"":783,""text_region"":0,""wall_fence_pillar"":271160}","{""cart_pallet_jack"":[14],""ceiling"":[2],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[],""fork_truck"":[19],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[9,12,17,18,20],""misc_static_feature"":[5],""person"":[11],""pylon_cone"":[10],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000001786_image-2,000001786,image_2,test,outputs/dynamic_mask_dataset_p217/images/000001786_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001786_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001786/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001786/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001786/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,196369,0.48243170,cart_pallet_jack|fork_truck|goods_material|pylon_cone,misc_static_feature|rack_shelf,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":16522,""ceiling"":0,""driveable_ground"":109446,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":68442,""goods_material"":105119,""misc_dynamic_feature"":0,""misc_non_static_feature"":0,""misc_static_feature"":3764,""person"":0,""pylon_cone"":6286,""rack_shelf"":67793,""text_region"":0,""wall_fence_pillar"":29667}","{""cart_pallet_jack"":[12,13],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[14],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[9,10,11],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000001788_image-0,000001788,image_0,test,outputs/dynamic_mask_dataset_p217/images/000001788_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001788_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001788/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001788/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001788/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,18428,0.04527319,cart_pallet_jack|misc_non_static_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":17147,""ceiling"":0,""driveable_ground"":126400,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":0,""misc_dynamic_feature"":0,""misc_non_static_feature"":1281,""misc_static_feature"":237756,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":24456}","{""cart_pallet_jack"":[12],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[],""misc_dynamic_feature"":[],""misc_non_static_feature"":[14],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001788_image-1,000001788,image_1,test,outputs/dynamic_mask_dataset_p217/images/000001788_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001788_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001788/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001788/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001788/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,89235,0.09682617,misc_dynamic_feature,misc_static_feature,driveable_ground|ego_vehicle|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":304141,""ego_vehicle"":3877,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":0,""misc_dynamic_feature"":89235,""misc_non_static_feature"":0,""misc_static_feature"":15912,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":508434}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[],""misc_dynamic_feature"":[10],""misc_non_static_feature"":[],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001788_image-2,000001788,image_2,test,outputs/dynamic_mask_dataset_p217/images/000001788_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001788_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001788/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001788/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001788/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,74335,0.18262333,goods_material|misc_dynamic_feature|misc_non_static_feature,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":160294,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":38775,""misc_dynamic_feature"":15348,""misc_non_static_feature"":20212,""misc_static_feature"":7329,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":165073}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[9],""misc_non_static_feature"":[12,13],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001799_image-0,000001799,image_0,test,outputs/dynamic_mask_dataset_p217/images/000001799_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001799_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001799/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001799/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001799/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,266347,0.65435092,goods_material,misc_static_feature,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":40643,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":266347,""misc_dynamic_feature"":0,""misc_non_static_feature"":0,""misc_static_feature"":4337,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":95712}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001799_image-1,000001799,image_1,test,outputs/dynamic_mask_dataset_p217/images/000001799_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001799_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001799/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001799/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001799/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,445789,0.48371202,goods_material|misc_non_static_feature,misc_static_feature,driveable_ground|ego_vehicle|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":38824,""ego_vehicle"":3796,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":439687,""misc_dynamic_feature"":0,""misc_non_static_feature"":6102,""misc_static_feature"":104709,""person"":0,""pylon_cone"":0,""rack_shelf"":0,""text_region"":0,""wall_fence_pillar"":328482}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[9],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[],""text_region"":[],""wall_fence_pillar"":[4]}"
000001799_image-2,000001799,image_2,test,outputs/dynamic_mask_dataset_p217/images/000001799_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001799_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001799/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001799/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001799/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,258753,0.63569428,cart_pallet_jack|goods_material|person,rack_shelf,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":20786,""ceiling"":0,""driveable_ground"":57268,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":142589,""misc_dynamic_feature"":0,""misc_non_static_feature"":0,""misc_static_feature"":0,""person"":95378,""pylon_cone"":0,""rack_shelf"":55590,""text_region"":0,""wall_fence_pillar"":35429}","{""cart_pallet_jack"":[9,10],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[],""misc_static_feature"":[],""person"":[11],""pylon_cone"":[],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000001804_image-0,000001804,image_0,test,outputs/dynamic_mask_dataset_p217/images/000001804_image-0.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001804_image-0_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001804/image_0.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001804/image_0.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001804/image_0.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,214489,0.52694821,cart_pallet_jack|goods_material|misc_dynamic_feature|misc_non_static_feature|person,misc_static_feature|rack_shelf,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":457,""ceiling"":0,""driveable_ground"":79043,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":483,""misc_dynamic_feature"":48142,""misc_non_static_feature"":38097,""misc_static_feature"":8551,""person"":127310,""pylon_cone"":0,""rack_shelf"":416,""text_region"":0,""wall_fence_pillar"":104541}","{""cart_pallet_jack"":[18,19],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[10],""misc_non_static_feature"":[11,12,13,17],""misc_static_feature"":[5],""person"":[9],""pylon_cone"":[],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000001804_image-1,000001804,image_1,test,outputs/dynamic_mask_dataset_p217/images/000001804_image-1.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001804_image-1_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001804/image_1.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001804/image_1.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001804/image_1.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,1280,720,921600,459369,0.49844727,goods_material,misc_static_feature|rack_shelf,driveable_ground|ego_vehicle|wall_fence_pillar,,"{""cart_pallet_jack"":0,""ceiling"":0,""driveable_ground"":153678,""ego_vehicle"":3248,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":459369,""misc_dynamic_feature"":0,""misc_non_static_feature"":0,""misc_static_feature"":110429,""person"":0,""pylon_cone"":0,""rack_shelf"":21514,""text_region"":0,""wall_fence_pillar"":173257}","{""cart_pallet_jack"":[],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[3],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[],""misc_static_feature"":[5],""person"":[],""pylon_cone"":[],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
000001804_image-2,000001804,image_2,test,outputs/dynamic_mask_dataset_p217/images/000001804_image-2.png,outputs/dynamic_mask_dataset_p217/binary_masks/000001804_image-2_dynamic.png,"data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001804/image_2.png_raw_labels_2d/source_image.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001804/image_2.png_raw_labels_2d/combined_indexedImage.png","data/TorWIC_SLAM_Dataset/Oct. 12, 2022/AnnotatedSemanticSet_Finetuning.zip::Labelled_Test_Data/000001804/image_2.png_raw_labels_2d/raw_labels_2d.json",TorWIC AnnotatedSemanticSet_Finetuning dataset-provided raw_labels_2d + combined_indexedImage,binary_dynamic_non_static_from_dataset_semantic_indices; positives=cart_pallet_jack|fork_truck|goods_material|misc_dynamic_feature|misc_non_static_feature|person|pylon_cone; all other indexed/background pixels=0; no admission labels,848,480,407040,168926,0.41501081,cart_pallet_jack|goods_material|misc_non_static_feature,rack_shelf,driveable_ground|wall_fence_pillar,,"{""cart_pallet_jack"":9355,""ceiling"":0,""driveable_ground"":62056,""ego_vehicle"":0,""fixed_machinery"":0,""fork_truck"":0,""goods_material"":159150,""misc_dynamic_feature"":0,""misc_non_static_feature"":421,""misc_static_feature"":0,""person"":0,""pylon_cone"":0,""rack_shelf"":152630,""text_region"":0,""wall_fence_pillar"":23427}","{""cart_pallet_jack"":[10],""ceiling"":[],""driveable_ground"":[1],""ego_vehicle"":[],""fixed_machinery"":[],""fork_truck"":[],""goods_material"":[7],""misc_dynamic_feature"":[],""misc_non_static_feature"":[11],""misc_static_feature"":[],""person"":[],""pylon_cone"":[],""rack_shelf"":[6],""text_region"":[],""wall_fence_pillar"":[4]}"
