p199_sample_id,p193_sample_id,source,split,cluster_id,canonical_label,resolved_label,observation_id,session_id,frame_id,frame_index,tracklet_id,physical_key,semantic_stability_target,semantic_static_like,semantic_target_status,semantic_target_source,semantic_categories,semantic_hint,semantic_evidence_status,source_semantic_path,label_source,mean_center_x,mean_center_y,mean_size_x,mean_size_y,support_count,mask_area_px,bbox_width,bbox_height,semantic_gate_score,observation_index_path
p199_semantic_00073,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007_001,cross_day,train,cluster_0001,barrier,barrier,obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007_001,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_001,2022-06-15__Aisle_CW_Run_2::000007::barrier_001,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,356.33279295970357,451.790952601513,135.0,105.0,12954.0,12954.0,135.0,105.0,0.4345448613166809,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2/observation_output/observations_index.json
p199_semantic_00074,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_009,cross_day,train,cluster_0008,warehouse rack,warehouse rack,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_009,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_009,2022-06-23__Aisle_CW_Run_2::000007::warehouse_rack_009,static_like,1,non_ambiguous,p197_semantic_hint_categories,rack_shelf,static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,982.8942094614125,347.00717795548707,271.0,91.0,20758.0,20758.0,271.0,91.0,0.2998415231704712,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2/observation_output/observations_index.json
p199_semantic_00075,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_003,cross_day,train,cluster_0001,barrier,barrier,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_003,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_003,2022-06-23__Aisle_CW_Run_2::000007::barrier_003,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,226.43038721090218,471.80436349341545,153.0,113.0,15263.0,15263.0,153.0,113.0,0.3782550096511841,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2/observation_output/observations_index.json
p199_semantic_00076,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007_003,cross_day,train,cluster_0004,forklift,forklift,obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007_003,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_003,2022-06-15__Aisle_CW_Run_2::000007::forklift_003,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,112.72841552700649,299.40931067827046,101.0,143.0,7239.0,7239.0,101.0,143.0,0.277429461479187,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2/observation_output/observations_index.json
p199_semantic_00077,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_006,cross_day,train,cluster_0004,forklift,forklift,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_006,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_006,2022-06-23__Aisle_CW_Run_2::000007::forklift_006,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,74.27736750651607,367.60403996524764,160.0,35.0,4604.0,4604.0,160.0,35.0,0.31790265440940857,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2/observation_output/observations_index.json
p199_semantic_00078,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_009,cross_day,train,cluster_0005,work table,work table,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_009,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_009,2022-06-23__Aisle_CW_Run_1::000007::work_table_009,static_like,1,non_ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;fixed_machinery,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,329.0257510729614,354.3566133437378,192.0,45.0,5126.0,5126.0,192.0,45.0,0.31321629881858826,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1/observation_output/observations_index.json
p199_semantic_00079,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_007,cross_day,train,cluster_0005,work table,work table,obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_007,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_007,2022-06-15__Aisle_CW_Run_1::000007::work_table_007,static_like,1,non_ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;fixed_machinery,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,261.7952522255193,337.35459940652817,39.0,26.0,674.0,674.0,39.0,26.0,0.2602120339870453,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1/observation_output/observations_index.json
p199_semantic_00080,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_002,cross_day,train,cluster_0005,work table,work table,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_002,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_002,2022-06-23__Aisle_CW_Run_2::000007::work_table_002,static_like,1,non_ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;fixed_machinery,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,381.76735506344863,356.59741229161483,118.0,43.0,4019.0,4019.0,118.0,43.0,0.7378487586975098,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2/observation_output/observations_index.json
p199_semantic_00081,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007_004,cross_day,train,cluster_0002,barrier,barrier,obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007_004,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_004,2022-06-15__Aisle_CW_Run_2::000007::barrier_004,ambiguous_static_and_dynamic,,ambiguous,p197_semantic_hint_categories,misc_static_feature;pylon_cone,dynamic_or_non_static_like+static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,1202.8154913222234,541.1014342654489,155.0,217.0,31863.0,31863.0,155.0,217.0,0.30161622166633606,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2/observation_output/observations_index.json
p199_semantic_00082,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007_002,cross_day,train,cluster_0004,forklift,forklift,obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007_002,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_002,2022-06-15__Aisle_CW_Run_2::000007::forklift_002,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,95.9854124748491,251.0211267605634,133.0,117.0,1988.0,1988.0,133.0,117.0,0.39922061562538147,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2/observation_output/observations_index.json
p199_semantic_00083,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_007,cross_day,train,cluster_0004,forklift,forklift,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_007,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_007,2022-06-23__Aisle_CW_Run_2::000007::fork_007,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,119.44430693069307,361.27660891089107,225.0,62.0,8080.0,8080.0,225.0,62.0,0.26248812675476074,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2/observation_output/observations_index.json
p199_semantic_00084,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_006,cross_day,train,cluster_0004,forklift,forklift,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_006,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_006,2022-06-23__Aisle_CW_Run_1::000007::forklift_006,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,173.58883647798743,350.1434748427673,58.0,55.0,2544.0,2544.0,58.0,55.0,0.27778542041778564,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1/observation_output/observations_index.json
p199_semantic_00085,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_002,cross_day,train,cluster_0004,forklift,forklift,obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_002,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_002,2022-06-15__Aisle_CW_Run_1::000007::forklift_002,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,46.11564384533523,267.3100390209294,82.0,144.0,2819.0,2819.0,82.0,144.0,0.5798607468605042,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1/observation_output/observations_index.json
p199_semantic_00086,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007_007,cross_day,train,cluster_0005,work table,work table,obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007_007,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2_007,2022-06-15__Aisle_CW_Run_2::000007::work_table_007,static_like,1,non_ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;fixed_machinery,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,221.52337662337663,345.912987012987,29.0,38.0,770.0,770.0,29.0,38.0,0.2720067799091339,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_2/observation_output/observations_index.json
p199_semantic_00087,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_005,cross_day,train,cluster_0004,forklift,forklift,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_005,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_005,2022-06-23__Aisle_CW_Run_2::000007::forklift_005,dynamic_or_non_static_like,0,non_ambiguous,canonical_label_to_p197_ontology_mapping,fork_truck,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,186.76016723679209,353.3063473964272,57.0,52.0,2631.0,2631.0,57.0,52.0,0.3539747893810272,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2/observation_output/observations_index.json
p199_semantic_00088,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_001,cross_day,train,cluster_0002,barrier,barrier,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_001,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_001,2022-06-23__Aisle_CW_Run_2::000007::barrier_001,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,1075.5238213435734,576.5210033728044,312.0,263.0,68489.0,68489.0,312.0,263.0,0.489122599363327,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2/observation_output/observations_index.json
p199_semantic_00089,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_004,cross_day,train,cluster_0006,warehouse rack,warehouse rack,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007_004,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1_004,2022-06-23__Aisle_CW_Run_1::000007::warehouse_rack_004,static_like,1,non_ambiguous,p197_semantic_hint_categories,rack_shelf,static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_1.zip::Aisle_CW_Run_1/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,667.0598753087872,338.540995177038,131.0,80.0,8501.0,8501.0,131.0,80.0,0.36279284954071045,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_1/observation_output/observations_index.json
p199_semantic_00090,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_004,cross_day,train,cluster_0006,warehouse rack,warehouse rack,obs_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007_004,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2,torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2_004,2022-06-23__Aisle_CW_Run_2::000007::warehouse_rack_004,static_like,1,non_ambiguous,p197_semantic_hint_categories,rack_shelf,static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 23, 2022/Aisle_CW_Run_2.zip::Aisle_CW_Run_2/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,668.7231315822866,341.86689506407816,118.0,80.0,7881.0,7881.0,118.0,80.0,0.31501808762550354,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-23__Aisle_CW_Run_2/observation_output/observations_index.json
p199_semantic_00091,cross_day:obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_006,cross_day,train,cluster_0006,warehouse rack,warehouse rack,obs_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007_006,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1,torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_000007,7,trk_torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1_006,2022-06-15__Aisle_CW_Run_1::000007::warehouse_rack_006,static_like,1,non_ambiguous,canonical_label_to_p197_ontology_mapping,rack_shelf,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,654.3368203291444,322.602908574428,898.0,366.0,161935.0,161935.0,898.0,366.0,0.2678959369659424,outputs/torwic_cross_day_aisle_bundle_v1__2022-06-15__Aisle_CW_Run_1/observation_output/observations_index.json
p199_semantic_00092,same_day:obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007_003,same_day,train,cluster_0008,work table,work table,obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007_003,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_000007,7,trk_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1_003,2022-06-15__Aisle_CCW_Run_1::000007::work_table_003,static_like,1,non_ambiguous,p197_semantic_hint_categories,misc_static_feature;fixed_machinery,static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_1.zip::Aisle_CCW_Run_1/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_1.zip::Aisle_CCW_Run_1/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_1.zip::Aisle_CCW_Run_1/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_1.zip::Aisle_CCW_Run_1/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,81.61028571428571,348.8457142857143,46.0,43.0,1750.0,1750.0,46.0,43.0,0.46838027238845825,outputs/torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_1/observation_output/observations_index.json
p199_semantic_00093,same_day:obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007_003,same_day,train,cluster_0003,barrier,barrier,obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007_003,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007,7,trk_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_003,2022-06-15__Aisle_CCW_Run_2::000007::barrier_003,ambiguous_static_and_dynamic,,ambiguous,p197_semantic_hint_categories,misc_static_feature;pylon_cone,dynamic_or_non_static_like+static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2.zip::Aisle_CCW_Run_2/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2.zip::Aisle_CCW_Run_2/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2.zip::Aisle_CCW_Run_2/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2.zip::Aisle_CCW_Run_2/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,1175.6404440811878,346.34273259773875,210.0,81.0,14682.0,14682.0,210.0,81.0,0.309286504983902,outputs/torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2/observation_output/observations_index.json
p199_semantic_00094,same_day:obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007_004,same_day,train,cluster_0005,work table,work table,obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007_004,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007,7,trk_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_004,2022-06-15__Aisle_CCW_Run_2::000007::work_table_004,static_like,1,non_ambiguous,p197_semantic_hint_categories,misc_static_feature;fixed_machinery,static_like,matched_torwic_segmentation,"data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2.zip::Aisle_CCW_Run_2/segmentation_color_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2.zip::Aisle_CCW_Run_2/segmentation_greyscale_left/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2.zip::Aisle_CCW_Run_2/segmentation_color_right/000007.png;data/TorWIC_SLAM_Dataset/Jun. 15, 2022/Aisle_CCW_Run_2.zip::Aisle_CCW_Run_2/segmentation_greyscale_right/000007.png",p199_auxiliary_semantic_category_static_dynamic_not_admission,276.8982597054886,337.4524765729585,71.0,25.0,1494.0,1494.0,71.0,25.0,0.4447110593318939,outputs/torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2/observation_output/observations_index.json
p199_semantic_00095,same_day:obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007_001,same_day,train,cluster_0001,barrier,barrier,obs_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007_001,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2,torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_000007,7,trk_torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2_001,2022-06-15__Aisle_CCW_Run_2::000007::barrier_001,ambiguous_static_and_dynamic,,ambiguous,canonical_label_to_p197_ontology_mapping,misc_static_feature;pylon_cone,,,,p199_auxiliary_semantic_category_static_dynamic_not_admission,315.8898550724638,456.6719919110212,148.0,111.0,14835.0,14835.0,148.0,111.0,0.384574294090271,outputs/torwic_same_day_aisle_bundle_v1__2022-06-15__Aisle_CCW_Run_2/observation_output/observations_index.json
